run_id,epoch,train_loss,val_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1
2026-08-sweep-a,1,0.48481601279363246,0.247337368931639,0.8455897331432064,0.8471066089757094,0.8452629934630953,0.9145299145299145,0.9149477728636557,0.9168657406121307
2026-08-sweep-a,2,0.15997745392680546,0.15684311772570197,0.943573029130169,0.9440924791530758,0.9442005257476984,0.9458689458689459,0.9460778074041183,0.9466854094620214
2026-08-sweep-a,3,0.08955869362301583,0.11568171349827268,0.9718883683031168,0.9722376134403995,0.9722224138900764,0.9629629629629629,0.9631201194113026,0.9633135676532656
2026-08-sweep-a,4,0.06626102292633611,0.11557062911285408,0.9790181299653697,0.9792399841435001,0.9792292557823195,0.9648622981956315,0.9647907276459642,0.9652723267306458
2026-08-sweep-a,5,0.05422131720221554,0.11862811763529424,0.9818700346302709,0.9820899692299537,0.9820569320725764,0.9629629629629629,0.9632802130472011,0.963517314846374
2026-08-sweep-a,6,0.03473803272080393,0.10672653964583577,0.9879812589122021,0.9881118846348209,0.9881092536643243,0.9667616334283001,0.9668377602526648,0.9671422557917276
2026-08-sweep-a,7,0.02758235214279999,0.1180542623367716,0.9924628233856182,0.9925633451720199,0.9925246200817341,0.9667616334283001,0.9667612467539155,0.9669547190731071
2026-08-sweep-a,8,0.0328944945485189,0.12676042241574126,0.991240578529232,0.9913208373291681,0.9913079934697223,0.9667616334283001,0.9667888828267664,0.9670361081318923
2026-08-sweep-a,9,0.01835839451175129,0.11863857732355199,0.9936850682420045,0.9937478104864262,0.9937717951698921,0.9686609686609686,0.9689333550448886,0.9688962680408166
2026-08-sweep-a,10,0.01663218812140896,0.14362518064914748,0.9932776532898757,0.9933652682489431,0.9933447625324194,0.9591642924976258,0.959103513417775,0.9592324055042016
2026-08-sweep-a,11,0.018369589724522375,0.11082478248092353,0.9936850682420045,0.9937711037658188,0.9937462598610374,0.97340930674264,0.9733712877740689,0.9735613134908818
2026-08-sweep-a,12,0.015924476939114068,0.12080447950355305,0.9944998981462619,0.9945494130505288,0.9945533188669993,0.9677113010446344,0.967788118037355,0.9680123243446583
2026-08-sweep-a,13,0.014051264468379385,0.10419193704295036,0.996129557954777,0.9961946783954083,0.9961842994149503,0.9667616334283001,0.9667333590829678,0.967071746412517
2026-08-sweep-a,14,0.018047621766214193,0.13612618431752302,0.9953147280505195,0.9953714242786393,0.9953746299652453,0.9696106362773029,0.9698207021268805,0.9700124131651235
2026-08-sweep-a,15,0.015818612529186846,0.11221034652170976,0.9953147280505195,0.9953637927981976,0.9953636315600454,0.9724596391263058,0.9725463209140259,0.9725643778596061
2026-08-sweep-a,16,0.016363730741924015,0.11749899334027472,0.9951110205744551,0.9951696283150733,0.9951526306070888,0.9658119658119658,0.9657971345750778,0.9659624418525778
