run_id,epoch,train_loss,val_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1
2026-08-sweep-a,1,0.2573152477561784,0.1903569355433681,0.9075168058667753,0.9084445045818905,0.9082565871829542,0.9449192782526116,0.9449388792696791,0.9454787699212596
2026-08-sweep-a,2,0.09321256662400416,0.17837188750459457,0.9663882664493787,0.9667950568094374,0.9667402492279747,0.9534662867996201,0.953171701899845,0.9535743145246192
2026-08-sweep-a,3,0.06571089294426982,0.4008472318818429,0.9779995925850479,0.9782284010604824,0.9782117546994006,0.8907882241215574,0.8901761970399454,0.8919248253854587
2026-08-sweep-a,4,0.0706107971439357,0.2831388319371992,0.9755551028722754,0.9757107526021119,0.9757110552034818,0.9335232668566001,0.9323727338329568,0.9331256325844703
2026-08-sweep-a,5,0.04940124696676871,0.16410815745418766,0.9843145243430433,0.9844497537649555,0.9844327367629433,0.9572649572649573,0.9570425162566771,0.9574581619566024
2026-08-sweep-a,6,0.045156868069616135,0.15804404875237923,0.9855367691994297,0.9857401965039808,0.9857353172122518,0.9582146248812915,0.9579295895361412,0.9585777851056063
2026-08-sweep-a,7,0.040409111387664925,0.20397407916082194,0.9853330617233652,0.9854968542360245,0.9855143946445595,0.9544159544159544,0.953954479089737,0.9544338085665169
2026-08-sweep-a,8,0.041573711289982676,0.23214195205556742,0.9859441841515584,0.9860929026334485,0.9860932271736984,0.9506172839506173,0.9498197175323649,0.9502531761579086
2026-08-sweep-a,9,0.026262147197005467,0.16707574118769852,0.9924628233856182,0.9925196432286196,0.9925293354709088,0.9544159544159544,0.954246797924002,0.9545671675802844
2026-08-sweep-a,10,0.04598856003365744,0.23439612588823083,0.9839071093909146,0.9840512683783245,0.9840547484282047,0.9335232668566001,0.932713089452121,0.9334586137476397
2026-08-sweep-a,11,0.03465915647828426,0.20018401453508097,0.9885923813403952,0.9887275464337718,0.9886985509050172,0.9401709401709402,0.9399308624692686,0.9402781148564969
