run_id,git_commit,experiment_id,architecture,seed,split,condition,split_csv_sha256,checkpoint_sha256,n_4class,accuracy_4class,macro_f1_4class,majority_floor_4class,n_3class,accuracy_3class,macro_f1_3class,majority_floor_3class,recall_glioma,recall_meningioma,recall_notumor,recall_pituitary,pred_share_glioma,pred_share_meningioma,pred_share_notumor,pred_share_pituitary,max_pred_share,modal_pred_class
2026-08-sweep-a,89fd350588250d9515bf224a5101a9f0e23efbc5,E001,ResNet18,42,val,intact,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,3451f1c66cdff9c212f0e49be6c0f2fef0bd9607dc923a2751137eb37dfda90e,1053,0.9658119658119658,0.9659831604350778,0.25546058879392214,801,0.9712858926342073,0.9731861259301695,0.3358302122347066,0.966542750929368,0.9700374531835206,0.9484126984126984,0.9773584905660377,0.25546058879392214,0.26495726495726496,0.22981956315289648,0.24976258309591642,0.26495726495726496,meningioma
2026-08-sweep-a,89fd350588250d9515bf224a5101a9f0e23efbc5,E001,ResNet18,42,val,skull_outline,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,3451f1c66cdff9c212f0e49be6c0f2fef0bd9607dc923a2751137eb37dfda90e,1053,0.37606837606837606,0.28512972453555413,0.25546058879392214,801,0.18851435705368288,0.2370701811476299,0.3358302122347066,0.03345724907063197,0.5318352059925093,0.9722222222222222,0.0,0.010446343779677113,0.16999050332383667,0.8195631528964862,0.0,0.8195631528964862,notumor
2026-08-sweep-a,89fd350588250d9515bf224a5101a9f0e23efbc5,E001,ResNet18,42,test,intact,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,3451f1c66cdff9c212f0e49be6c0f2fef0bd9607dc923a2751137eb37dfda90e,1051,0.9543292102759277,0.9546127394877477,0.2559467174119886,800,0.9575,0.9631301852537787,0.33625,0.9516728624535316,0.947565543071161,0.9442231075697212,0.9734848484848485,0.25689819219790677,0.263558515699334,0.2340627973358706,0.24548049476688868,0.263558515699334,meningioma
2026-08-sweep-a,89fd350588250d9515bf224a5101a9f0e23efbc5,E001,ResNet18,42,test,skull_outline,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,3451f1c66cdff9c212f0e49be6c0f2fef0bd9607dc923a2751137eb37dfda90e,1051,0.3615604186489058,0.2723194039017193,0.2559467174119886,800,0.17625,0.22698264917477784,0.33625,0.026022304832713755,0.50187265917603,0.952191235059761,0.0,0.008563273073263558,0.16175071360608945,0.829686013320647,0.0,0.829686013320647,notumor
2026-08-sweep-a,89fd350588250d9515bf224a5101a9f0e23efbc5,E001,ResNet18,43,val,intact,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,2c74ecb2c490cc4447a01c97b85bda8ebc9266fb79d5834071ea0e0d556408ed,1053,0.9667616334283001,0.9667461534514162,0.25546058879392214,801,0.9737827715355806,0.9768521672481031,0.3358302122347066,0.9739776951672863,0.9625468164794008,0.9444444444444444,0.9849056603773585,0.2573599240265907,0.26020892687559355,0.23076923076923078,0.251661918328585,0.26020892687559355,meningioma
2026-08-sweep-a,89fd350588250d9515bf224a5101a9f0e23efbc5,E001,ResNet18,43,val,skull_outline,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,2c74ecb2c490cc4447a01c97b85bda8ebc9266fb79d5834071ea0e0d556408ed,1053,0.5460588793922128,0.46329000399016085,0.25546058879392214,801,0.4157303370786517,0.4015685614271383,0.3358302122347066,0.7806691449814126,0.4606741573033708,0.9603174603174603,0.0,0.3903133903133903,0.15194681861348527,0.4577397910731244,0.0,0.4577397910731244,notumor
2026-08-sweep-a,89fd350588250d9515bf224a5101a9f0e23efbc5,E001,ResNet18,43,test,intact,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,2c74ecb2c490cc4447a01c97b85bda8ebc9266fb79d5834071ea0e0d556408ed,1051,0.9676498572787822,0.967658618333501,0.2559467174119886,800,0.975,0.9787175054610753,0.33625,0.966542750929368,0.9700374531835206,0.9442231075697212,0.9886363636363636,0.25404376784015226,0.26450999048525214,0.23120837297811608,0.25023786869647957,0.26450999048525214,meningioma
2026-08-sweep-a,89fd350588250d9515bf224a5101a9f0e23efbc5,E001,ResNet18,43,test,skull_outline,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,2c74ecb2c490cc4447a01c97b85bda8ebc9266fb79d5834071ea0e0d556408ed,1051,0.5242626070409134,0.4496041877932989,0.2559467174119886,800,0.41125,0.4037330493280487,0.33625,0.7509293680297398,0.4756554307116105,0.8844621513944223,0.0,0.4043767840152236,0.14843006660323502,0.44719314938154137,0.0,0.44719314938154137,notumor
2026-08-sweep-a,89fd350588250d9515bf224a5101a9f0e23efbc5,E001,ResNet18,44,val,intact,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,edb79337791d31a059cb878192fe8bedb743e55f6a78c0406d35d9d09a4f84bc,1053,0.9658119658119658,0.9660185291296892,0.25546058879392214,801,0.9725343320848939,0.9737958607639597,0.3358302122347066,0.9739776951672863,0.9625468164794008,0.9444444444444444,0.9811320754716981,0.25451092117758783,0.26590693257359926,0.22792022792022792,0.251661918328585,0.26590693257359926,meningioma
2026-08-sweep-a,89fd350588250d9515bf224a5101a9f0e23efbc5,E001,ResNet18,44,val,skull_outline,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,edb79337791d31a059cb878192fe8bedb743e55f6a78c0406d35d9d09a4f84bc,1053,0.5726495726495726,0.49312495857620753,0.25546058879392214,801,0.4781523096129838,0.4661821869190468,0.3358302122347066,0.7955390334572491,0.6329588014981273,0.873015873015873,0.0,0.3295346628679962,0.23171889838556506,0.43874643874643876,0.0,0.43874643874643876,notumor
2026-08-sweep-a,89fd350588250d9515bf224a5101a9f0e23efbc5,E001,ResNet18,44,test,intact,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,edb79337791d31a059cb878192fe8bedb743e55f6a78c0406d35d9d09a4f84bc,1051,0.9714557564224549,0.9714697976994604,0.2559467174119886,800,0.97875,0.9818726970188356,0.33625,0.9702602230483272,0.9737827715355806,0.9482071713147411,0.9924242424242424,0.25404376784015226,0.26450999048525214,0.23120837297811608,0.25023786869647957,0.26450999048525214,meningioma
2026-08-sweep-a,89fd350588250d9515bf224a5101a9f0e23efbc5,E001,ResNet18,44,test,skull_outline,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,edb79337791d31a059cb878192fe8bedb743e55f6a78c0406d35d9d09a4f84bc,1051,0.5689819219790676,0.49049150241321327,0.2559467174119886,800,0.4675,0.45510574693375805,0.33625,0.7546468401486989,0.6404494382022472,0.8924302788844621,0.0,0.34157944814462415,0.22074215033301617,0.43767840152235965,0.0,0.43767840152235965,notumor
2026-08-sweep-a,89fd350588250d9515bf224a5101a9f0e23efbc5,E001,ResNet18,45,val,intact,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,4ada5433daf9096bd3155be969adde4f264554ec101fa04c81d86faee937a43d,1053,0.9724596391263058,0.9723972226026636,0.25546058879392214,801,0.9812734082397003,0.9831261403573933,0.3358302122347066,0.9739776951672863,0.9737827715355806,0.9444444444444444,0.9962264150943396,0.251661918328585,0.2630579297245964,0.2288698955365622,0.2564102564102564,0.2630579297245964,meningioma
2026-08-sweep-a,89fd350588250d9515bf224a5101a9f0e23efbc5,E001,ResNet18,45,val,skull_outline,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,4ada5433daf9096bd3155be969adde4f264554ec101fa04c81d86faee937a43d,1053,0.6191832858499525,0.5579022388232914,0.25546058879392214,801,0.5642946317103621,0.5242223790555404,0.3358302122347066,0.8141263940520446,0.7940074906367042,0.7936507936507936,0.07924528301886792,0.3684710351377018,0.3238366571699905,0.28774928774928776,0.019943019943019943,0.3684710351377018,glioma
2026-08-sweep-a,89fd350588250d9515bf224a5101a9f0e23efbc5,E001,ResNet18,45,test,intact,944ce00e4be958f3688a0996f6fb928fc7717e7c2804abb8000f28976efe0d43,4ada5433daf9096bd3155be969adde4f264554ec101fa04c81d86faee937a43d,1051,0.972407231208373,0.9723142220762209,0.2559467174119886,800,0.98375,0.9856178383579461,0.33625,0.966542750929368,0.9887640449438202,0.9362549800796812,0.9962121212121212,0.2521408182683159,0.269267364414843,0.22645099904852523,0.2521408182683159,0.269267364414843,meningioma
