run_id,epoch,train_loss,val_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1
2026-08-sweep-a,1,0.24035016639147885,0.22671992189524182,0.9179058871460583,0.9186333612525408,0.9185816923182705,0.9306742640075973,0.9301141447555529,0.931059719902166
2026-08-sweep-a,2,0.10424562670172087,0.16337216318852965,0.966591973925443,0.9669596273721197,0.9669276620556051,0.9515669515669516,0.9516547511434312,0.9516246091548284
2026-08-sweep-a,3,0.08496534820823623,0.18427109515519083,0.9739254430637604,0.9741775815489244,0.9741661147669938,0.9477682811016145,0.9468991558800981,0.9474636518280269
2026-08-sweep-a,4,0.063046843896778,0.1897900445459292,0.9779995925850479,0.9781948459119777,0.978228407332592,0.9477682811016145,0.9471777203202156,0.9477045308354743
2026-08-sweep-a,5,0.04491788102223761,0.1349507870275531,0.985740476675494,0.9858293059383243,0.9858415940960962,0.9686609686609686,0.9686062284192476,0.9686034051489485
2026-08-sweep-a,6,0.06789801780678549,0.17403348858299306,0.9771847626807904,0.9774225655436067,0.9774393336139349,0.9506172839506173,0.9500007787187827,0.9504364407528152
2026-08-sweep-a,7,0.04593851756309056,0.23408093525791948,0.9849256467712365,0.9849889537344823,0.9850145939767121,0.9259259259259259,0.9252033988441611,0.9258121843389646
2026-08-sweep-a,8,0.03908569601851391,0.14706430461762715,0.9849256467712365,0.9850843975652788,0.9850756039075059,0.9591642924976258,0.9587064781734382,0.9590040944760687
2026-08-sweep-a,9,0.023017517130982823,0.1902946503014823,0.9908331635771033,0.9909385764418821,0.9909521515339698,0.9515669515669516,0.9508255990608538,0.9514739202969715
2026-08-sweep-a,10,0.04700313588410061,0.1461264981980217,0.9822774495823997,0.9824501134403995,0.9824485165532234,0.9610636277302944,0.9611783922575763,0.9609312770990517
